GaiaEDR3,Gmag,BPmag,WDprob,Dist50,Abs_V,BV_Color
2.25209E+18,18.2574,18.3952,1,0.09218,13.43421648,0.1378
4.26845E+18,18.8305,19.0791,0.999,0.09847,13.86398031,0.2486
6.75575E+18,20.5234,20.7757,0.726,0.10994,15.31762134,0.2523
4.51302E+18,20.6111,21.3186,0.853,0.11133,15.37803895,0.7075
2.13061E+18,16.8033,16.7251,1,0.10007,11.8017805,-0.0782
6.71248E+18,19.696,20.0497,0.999,0.10187,14.65576847,0.3537
4.08549E+18,17.9265,18.054,0.961,0.08493,13.28119438,0.1275
4.08549E+18,17.735,17.8335,0.991,0.08411,13.11076184,0.0985
4.53361E+18,20.1719,20.862,0.951,0.04396,16.95661158,0.6901
2.04446E+18,18.6735,19.0747,1,0.06986,14.45235709,0.4012
6.71917E+18,18.8977,19.2324,0.999,0.09355,14.04248104,0.3347
6.71099E+18,19.6266,20.066,0.999,0.0859,14.95663418,0.4394
6.63349E+18,17.5106,17.7043,1,0.07873,13.02989874,0.1937
4.513E+18,17.9921,18.0208,0.955,0.08396,13.37173785,0.0287
6.71923E+18,19.205,19.5214,0.999,0.1062,14.07437742,0.3164
6.75738E+18,20.1258,20.3776,0.508,0.11643,14.79547551,0.2518
6.71256E+18,18.3493,18.7943,0.999,0.05935,14.48219638,0.445
4.25447E+18,18.5851,18.8854,0.998,0.08159,14.02691533,0.3003
4.30753E+18,17.4239,17.6746,1,0.04399,14.20713019,0.2507
2.29489E+18,18.2197,18.4802,1,0.06875,14.03333649,0.2605
2.15561E+18,17.8054,17.9483,1,0.10148,12.77349771,0.1429
2.09269E+18,17.7101,18.0598,1,0.05248,14.11013087,0.3497
2.0374E+18,20.4752,20.9267,0.972,0.11058,15.25681707,0.4515
2.25599E+18,17.3774,17.5842,1,0.04884,13.93352172,0.2068
4.19868E+18,18.9984,19.4479,0.998,0.07659,14.57753965,0.4495
2.26818E+18,17.6146,17.6747,1,0.089,12.86764997,0.0601
6.65801E+18,14.559,14.5648,0.994,0.02957,12.20474338,0.0058
4.08246E+18,19.3703,19.8566,0.909,0.06652,15.2555388,0.4863
4.53362E+18,17.1104,17.2059,1,0.08534,12.45463681,0.0955
4.51301E+18,19.3318,19.7918,0.969,0.07499,14.95678323,0.46
4.31422E+18,19.8554,20.3113,1,0.11129,14.62311929,0.4559
4.31255E+18,18.9875,19.5333,0.991,0.07347,14.6569498,0.5458
2.10571E+18,18.4818,18.7731,0.999,0.09623,13.56524757,0.2913
4.19913E+18,17.9964,18.3855,1,0.05304,14.37338242,0.3891
2.10613E+18,17.1742,17.3157,1,0.06472,13.11900746,0.1415
4.51969E+18,20.792,21.2449,0.558,0.10462,15.69392642,0.4529
6.63373E+18,16.4394,16.4342,1,0.09085,11.64777534,-0.0052
2.03695E+18,16.0314,15.9708,1,0.09759,11.08437341,-0.0606
6.71883E+18,19.8802,20.6762,0.986,0.07777,15.42613951,0.796
2.03764E+18,20.1929,20.8281,0.954,0.08734,15.48683406,0.6352
4.20423E+18,19.3541,19.9557,0.991,0.07157,15.08044491,0.6016
6.71936E+18,19.7278,20.2781,0.967,0.088,15.00538664,0.5503
2.25188E+18,16.2635,16.2511,0.994,0.07732,11.82204077,-0.0124
4.51787E+18,20.1147,20.5561,0.999,0.10364,15.03706298,0.4414
4.51787E+18,18.4367,18.622,1,0.09812,13.4779123,0.1853
4.08915E+18,20.2856,21.0842,0.973,0.11065,15.06584291,0.7986
2.13362E+18,19.0344,19.527,0.999,0.06991,14.81170349,0.4926
2.04408E+18,18.715,18.9518,0.999,0.07616,14.30636532,0.2368
6.75583E+18,18.2791,18.646,0.992,0.05258,14.67499709,0.3669
4.26749E+18,19.2647,19.6084,0.981,0.10574,14.14350347,0.3437
2.13376E+18,18.7248,19.0725,1,0.07529,14.34111351,0.3477
2.03743E+18,15.7061,15.7193,0.967,0.0479,12.30442243,0.0132
4.31391E+18,20.4858,20.7142,0.726,0.09035,15.70615922,0.2284
4.31391E+18,19.8822,20.4255,0.59,0.08133,15.33094614,0.5433
6.65648E+18,17.9655,18.2033,1,0.07638,13.55060173,0.2378
6.64436E+18,17.6815,18.082,1,0.04814,14.26896957,0.4005
4.26761E+18,16.725,16.7655,1,0.08958,11.96394471,0.0405
4.26761E+18,18.8153,19.0516,0.999,0.09076,14.02582756,0.2363
6.42028E+18,19.6208,19.9653,0.999,0.1006,14.6078101,0.3445
6.76221E+18,18.6187,18.7852,0.998,0.09867,13.64777436,0.1665
6.75754E+18,17.9953,18.2033,0.999,0.07302,13.67809086,0.208
4.3055E+18,19.151,19.393,0.998,0.09421,14.28051498,0.242
4.51272E+18,19.136,19.5499,0.999,0.09959,14.14492134,0.4139
4.26416E+18,18.4847,18.4966,0.993,0.09608,13.57153503,0.0119
4.52111E+18,17.2212,17.3394,1,0.06047,13.31350016,0.1182
4.30767E+18,17.895,18.0218,1,0.08439,13.26354507,0.1268
2.25593E+18,18.6805,18.8672,0.999,0.09326,13.83202294,0.1867
4.08027E+18,19.928,20.3626,0.905,0.11414,14.64081066,0.4346
4.51262E+18,17.774,17.8025,1,0.09268,12.93906987,0.0285
4.20623E+18,15.9532,15.8984,0.954,0.09224,11.12860353,-0.0548
4.51308E+18,20.1402,20.5796,0.642,0.08764,15.42668816,0.4394
4.51355E+18,18.7043,18.9063,0.999,0.09164,13.8938746,0.202
4.19954E+18,17.6556,17.8546,1,0.05528,13.94275983,0.199
2.10562E+18,18.8509,19.0525,0.999,0.08887,14.1071241,0.2016
4.08249E+18,18.8427,18.6213,0.918,0.08454,14.20738878,-0.2214
6.75916E+18,18.0846,18.1028,0.999,0.09607,13.17166105,0.0182
4.20601E+18,16.2354,16.234,1,0.0802,11.71452816,-0.0014
2.03736E+18,19.1787,19.4545,0.986,0.08384,14.56144365,0.2758
6.64321E+18,17.1983,17.3155,1,0.08126,12.64891591,0.1172
4.26723E+18,18.3442,18.6036,0.99,0.07731,13.90302163,0.2594
4.52022E+18,20.232,20.779,0.992,0.11084,15.00851741,0.547
2.03758E+18,17.1425,17.195,1,0.08199,12.57369557,0.0525
2.14309E+18,18.2589,18.3643,0.995,0.09714,13.3219095,0.1054
4.52033E+18,18.0808,18.6165,0.92,0.04057,15.03977496,0.5357
4.26814E+18,16.1047,16.1414,1,0.06757,11.95593041,0.0367
6.77034E+18,18.4957,18.8124,0.998,0.06106,14.566916,0.3167
4.084E+18,18.9914,19.5087,0.978,0.0656,14.9068808,0.5173
2.13086E+18,16.2842,16.2708,0.992,0.08965,11.52144853,-0.0134
2.13343E+18,19.477,20.0228,0.999,0.08308,14.87951756,0.5458
6.44012E+18,20.6819,20.854,0.759,0.11265,15.42324402,0.1721
4.20439E+18,18.5155,18.7002,0.998,0.07113,14.25523596,0.1847
6.77032E+18,18.528,18.8832,0.999,0.10313,13.46107491,0.3552
4.08403E+18,18.3541,18.842,0.991,0.05687,14.57968386,0.4879
2.13275E+18,18.0041,18.0979,0.999,0.08199,13.43529557,0.0938
6.65726E+18,20.1105,20.722,0.996,0.10709,14.96175541,0.6115
4.08209E+18,19.5869,20.1519,0.999,0.08946,14.82875553,0.565
2.2651E+18,17.6438,17.6429,1,0.09411,12.77562113,-0.0009
4.29315E+18,19.8687,19.9994,0.896,0.11127,14.63680956,0.1307
2.1309E+18,17.2544,17.4634,1,0.05647,13.49531106,0.209
2.14351E+18,19.1452,19.4852,0.999,0.08326,14.54301797,0.34
6.7556E+18,19.9785,20.4666,1,0.08089,15.43902582,0.4881
2.05056E+18,18.4948,18.9168,1,0.05967,14.61601981,0.422
2.09888E+18,20.6227,20.7136,0.741,0.11681,15.28529988,0.0909
6.71299E+18,20.2012,20.5558,0.967,0.10687,15.05692095,0.3546
6.75734E+18,16.3263,16.5415,0.941,0.06019,12.42867828,0.2152
2.14303E+18,17.2469,17.3194,1,0.10014,12.24386206,0.0725
6.64287E+18,20.1565,20.5633,1,0.1061,15.02792308,0.4068
4.08767E+18,19.1854,19.2439,0.999,0.10604,14.0580514,0.0585
6.71808E+18,17.5941,18.2955,0.892,0.02802,15.35675935,0.7014
4.08117E+18,18.9886,18.9078,0.795,0.0779,14.53091271,-0.0808
2.03747E+18,18.7838,19.0316,0.999,0.0975,13.83877692,0.2478
2.09953E+18,19.1833,19.6146,0.999,0.07604,14.77808946,0.4313
4.19842E+18,16.8819,17.1235,0.948,0.04312,13.70850624,0.2416
4.21206E+18,18.5105,18.8456,0.995,0.07002,14.28438947,0.3351
4.26105E+18,20.3585,20.6663,0.921,0.10549,15.24244354,0.3078
6.76304E+18,14.638,14.632,0.96,0.03463,11.94073754,-0.006
6.64333E+18,17.2044,17.4061,1,0.04962,13.7261162,0.2017
2.25185E+18,19.987,20.8184,0.982,0.09412,15.11859041,0.8314
4.0809E+18,19.1166,19.1296,0.945,0.09102,14.32091584,0.013
4.08116E+18,15.2191,15.1728,0.989,0.05269,11.61045901,-0.0463
2.13278E+18,18.3731,18.5841,0.991,0.09258,13.54051412,0.211
2.13278E+18,19.1099,19.513,0.999,0.09319,14.26305344,0.4031
6.71777E+18,19.0726,19.5244,0.999,0.08768,14.35809729,0.4518
2.10298E+18,18.5502,18.9599,1,0.08564,13.88681671,0.4097
4.18549E+18,17.8759,18.339,1,0.04429,14.6443716,0.4631
4.52043E+18,20.5562,21.1847,0.627,0.11758,15.20453272,0.6285
2.29567E+18,19.2525,19.5553,0.999,0.09876,14.27959459,0.3028
2.13293E+18,19.8403,20.2922,0.999,0.1023,14.79092183,0.4519
4.52006E+18,18.4108,19.0937,0.771,0.0485,14.98209131,0.6829
2.13079E+18,18.7803,19.1351,0.999,0.06751,14.63345946,0.3548
6.36547E+18,18.1638,18.1655,1,0.09593,13.25402778,0.0017
4.26817E+18,16.512,16.7471,1,0.03183,13.99781681,0.2351
2.14048E+18,13.2471,13.189,0.875,0.02217,11.51827153,-0.0581
2.25196E+18,19.1744,19.5814,0.999,0.08532,14.51914577,0.407
6.36547E+18,18.4524,18.6703,1,0.09902,13.47378539,0.2179
6.43862E+18,19.3863,19.7165,0.998,0.10535,14.2731273,0.3302
4.20076E+18,17.1896,17.4241,1,0.04554,13.89763487,0.2345
2.03914E+18,16.9381,17.2136,1,0.03708,14.09240137,0.2755
4.18498E+18,16.5031,16.5215,1,0.09118,11.70360206,0.0184
6.71294E+18,19.2641,19.5637,0.993,0.079,14.77596454,0.2996
4.51318E+18,18.3944,18.7846,1,0.0632,14.39081461,0.3902
6.35994E+18,17.4572,17.7046,0.992,0.05874,13.61253029,0.2474
6.63949E+18,20.5871,21.374,0.75,0.11799,15.22787399,0.7869
4.08088E+18,18.4203,18.6873,0.987,0.08008,13.90267968,0.267
4.51329E+18,16.708,16.8599,1,0.07715,12.27132035,0.1519
4.32009E+18,14.0949,14.0734,0.989,0.03373,11.45481829,-0.0215
4.29359E+18,20.0975,20.4215,0.941,0.08301,15.50184793,0.324
6.77009E+18,19.0285,19.4823,0.992,0.06589,14.93440246,0.4538
4.08763E+18,20.254,20.7881,0.554,0.07959,15.74970748,0.5341
2.13268E+18,16.6634,16.7704,1,0.06509,12.59582864,0.107
4.32029E+18,17.8214,17.9424,1,0.08016,13.30161146,0.121
4.264E+18,17.5882,17.7254,1,0.07651,13.16960899,0.1372
4.32062E+18,19.1296,19.2236,0.951,0.10405,14.04338958,0.094
2.09928E+18,20.229,20.744,0.999,0.10607,15.10103716,0.515
2.0503E+18,16.9784,17.0522,1,0.06076,13.06031117,0.0738
6.43405E+18,20.8531,21.0366,0.788,0.10547,15.73745527,0.1835
2.10227E+18,16.6971,16.763,1,0.07793,12.23857662,0.0659
2.13957E+18,19.4629,19.7373,0.975,0.10351,14.38798846,0.2744
6.64335E+18,14.6465,14.5293,0.961,0.05847,10.81183453,-0.1172
6.63967E+18,16.453,16.5798,1,0.05127,12.90368341,0.1268
6.65824E+18,18.9489,19.1587,0.999,0.09214,14.12665896,0.2098
4.3203E+18,16.7086,16.9228,1,0.03912,13.74660577,0.2142
4.32055E+18,17.6273,17.8362,0.996,0.08973,12.86261166,0.2089
4.30976E+18,19.6712,20.1223,0.984,0.10389,14.58833127,0.4511
6.63832E+18,17.0333,17.1877,1,0.08382,12.41656172,0.1544
4.21203E+18,19.6232,20.0176,0.981,0.10964,14.42335487,0.3944
2.14095E+18,19.6421,20.0495,0.999,0.08535,14.98608237,0.4074
4.2931E+18,19.3555,19.8584,0.962,0.07852,14.88059855,0.5029
6.74323E+18,17.9578,18.3576,1,0.04934,14.49180427,0.3998
4.30623E+18,18.7868,19.3401,0.965,0.0596,14.9105687,0.5533
6.75926E+18,16.4528,16.3921,0.946,0.08755,11.74151925,-0.0607
6.6445E+18,18.7808,19.1576,0.999,0.07952,14.27841814,0.3768
2.12717E+18,18.1325,18.3025,1,0.08562,13.46962388,0.17
2.05043E+18,19.5352,19.831,0.999,0.09545,14.63632034,0.2958
6.43408E+18,19.9853,20.6149,0.959,0.09246,15.15553055,0.6296
2.03666E+18,18.8662,19.0746,0.999,0.09951,13.87686637,0.2084
2.1411E+18,17.974,18.3813,0.989,0.08466,13.33560868,0.4073
4.51516E+18,20.0095,20.4099,0.99,0.10706,14.8613638,0.4004
6.36005E+18,20.6968,20.9202,0.898,0.10496,15.59168089,0.2234
4.2939E+18,20.0015,20.5893,0.934,0.10967,14.80106078,0.5878
6.42042E+18,19.6084,20.111,0.999,0.09479,14.72458738,0.5026
2.13953E+18,17.8722,18.1029,1,0.0589,14.02162353,0.2307
6.75892E+18,14.5615,14.4994,1,0.05162,10.99741,-0.0621
6.43513E+18,19.8235,19.9652,0.998,0.05938,15.95529903,0.1417
2.26427E+18,19.1992,19.4765,0.999,0.09547,14.29986539,0.2773
4.29321E+18,18.7953,19.0171,0.998,0.09723,13.85629857,0.2218
4.18414E+18,18.9006,19.4461,0.999,0.0694,14.69380265,0.5455
4.32098E+18,17.2867,17.43,0.969,0.05774,13.4793161,0.1433
6.75805E+18,16.3831,16.5342,1,0.0468,13.03187073,0.1511
4.21127E+18,15.4761,15.439,1,0.0691,11.27870976,-0.0371
2.10285E+18,17.3004,17.4099,1,0.08645,12.61657501,0.1095
4.31292E+18,20.1037,20.831,0.962,0.06993,15.88038236,0.7273
2.29545E+18,17.4146,17.8255,0.972,0.03542,14.66835722,0.4109
6.71395E+18,19.0666,19.3432,0.997,0.09796,14.11135612,0.2766
4.18414E+18,17.3205,17.5266,1,0.05534,13.60530423,0.2061
2.10284E+18,16.9789,17.0358,1,0.08871,12.2390371,0.0569
2.10226E+18,20.4459,20.8326,0.769,0.11208,15.19825939,0.3867
4.32099E+18,19.9368,20.5957,0.999,0.08109,15.3919635,0.6589
2.02339E+18,19.206,19.5046,0.993,0.0964,14.28561483,0.2986
6.44607E+18,18.081,18.1818,1,0.09569,13.17666723,0.1008
2.03637E+18,15.5026,15.5894,0.969,0.07129,11.23745693,0.0868
2.12715E+18,15.6674,15.5695,1,0.077,11.23494637,-0.0979
4.31903E+18,18.7901,18.9571,0.988,0.0466,15.44817042,0.167
4.21308E+18,17.0187,16.996,0.991,0.09895,12.04162101,-0.0227
4.29203E+18,20.1644,20.4545,0.727,0.11166,14.92491188,0.2901
2.10265E+18,17.466,17.6278,1,0.07929,12.96990791,0.1618
2.02261E+18,20.3008,20.4799,0.883,0.11435,15.00961916,0.1791
4.20005E+18,17.3235,17.3365,1,0.1005,12.31266969,0.013
2.03989E+18,19.3074,19.8461,0.998,0.08338,14.70209055,0.5387
6.71486E+18,16.8408,16.978,1,0.0557,13.11152402,0.1372
4.2122E+18,20.0915,20.8808,0.89,0.08332,15.48775369,0.7893
6.77023E+18,16.8699,16.9623,1,0.05132,13.31846676,0.0924
6.71485E+18,20.5669,21.2398,0.805,0.11695,15.22689887,0.6729
6.6397E+18,20.6175,21.0807,0.883,0.11579,15.29914473,0.4632
2.26443E+18,15.1383,15.0417,0.994,0.08285,10.54683744,-0.0966
6.77061E+18,20.5652,21.4734,0.801,0.11246,15.3102096,0.9082
4.20486E+18,20.4593,20.9824,0.858,0.09382,15.59782286,0.5231
2.25251E+18,17.5799,17.7253,1,0.07912,13.08846861,0.1454
4.21269E+18,20.0853,20.4368,1,0.1102,14.87439203,0.3515
2.10093E+18,18.4759,18.6269,0.993,0.09713,13.53913306,0.151
4.51542E+18,20.2507,20.6913,0.812,0.10897,15.06416525,0.4406
4.08265E+18,19.2342,19.6797,0.998,0.07475,14.86614402,0.4455
4.51532E+18,20.6259,21.297,0.906,0.10245,15.57334019,0.6711
4.32064E+18,20.2015,20.8799,0.996,0.09434,15.32802064,0.6784
6.4462E+18,14.3862,14.3087,0.971,0.05255,10.7833364,-0.0775
4.29216E+18,19.718,19.7092,0.927,0.11076,14.49608526,-0.0088
2.04924E+18,15.3801,15.3106,1,0.08079,10.84331196,-0.0695
6.66473E+18,17.9937,18.3627,0.978,0.03436,15.31343422,0.369
2.05289E+18,14.4687,14.7076,0.948,0.01187,14.09644641,0.2389
6.76939E+18,20.4931,20.8966,0.581,0.11691,15.1538417,0.4035
4.32108E+18,16.9721,17.2518,1,0.04085,13.9161397,0.2797
2.10277E+18,17.9852,18.1408,1,0.08118,13.43795477,0.1556
6.77108E+18,18.712,18.9602,0.999,0.08808,13.98761347,0.2482
6.36698E+18,17.6979,17.982,1,0.05748,13.9003162,0.2841
2.13303E+18,20.0227,20.6983,0.981,0.0981,15.06435496,0.6756
2.12709E+18,16.4385,16.9587,0.778,0.02806,14.19806167,0.5202
6.71455E+18,18.5284,18.6427,0.998,0.09238,13.70051021,0.1143
2.04004E+18,19.9367,20.2747,0.97,0.10022,14.93192801,0.338
2.12963E+18,18.7264,19.0215,0.999,0.07759,14.27737124,0.2951
2.04005E+18,19.7541,19.8391,0.998,0.09988,14.75670733,0.085
4.26458E+18,19.6883,19.9199,0.999,0.09626,14.77107071,0.2316
4.19973E+18,19.4094,19.8369,0.873,0.09799,14.45349121,0.4275
2.14274E+18,17.805,18.1362,1,0.05431,14.13060099,0.3312
4.3077E+18,17.5307,17.6233,1,0.08793,12.81001463,0.0926
4.21463E+18,18.8275,19.0628,0.999,0.09478,13.94391648,0.2353
2.13328E+18,17.9644,18.114,1,0.08293,13.37084167,0.1496
4.20151E+18,18.4699,18.8239,0.986,0.06833,14.2968429,0.354
6.77108E+18,15.551,15.4452,0.917,0.09452,10.67338144,-0.1058
6.74238E+18,13.5655,13.4678,0.833,0.03713,10.71687525,-0.0977
6.64371E+18,19.387,19.4369,0.991,0.05283,15.77259695,0.0499
6.66001E+18,19.8147,20.4295,0.999,0.09125,15.01353563,0.6148
6.74565E+18,19.5151,19.8698,0.998,0.10343,14.44186738,0.3547
6.66E+18,19.2624,19.5238,0.999,0.10799,14.09548229,0.2614
4.21178E+18,16.3127,16.3909,1,0.05027,12.80615557,0.0782
2.03815E+18,17.9896,18.1449,1,0.08944,13.23194105,0.1553
4.20136E+18,18.6678,18.8585,0.959,0.08956,13.90722958,0.1907
2.02239E+18,19.1748,19.4594,0.999,0.1029,14.11272313,0.2846
6.66314E+18,15.0865,15.0114,0.956,0.06909,10.88942404,-0.0751
6.44611E+18,19.2776,19.7593,0.998,0.08606,14.60359329,0.4817
4.20779E+18,19.4763,19.7075,0.998,0.09684,14.5460261,0.2312
4.2921E+18,19.4426,19.7083,0.884,0.09662,14.51726483,0.2657
4.26451E+18,18.9543,19.5436,0.962,0.05937,15.08646476,0.5893
4.28896E+18,17.8339,18.0687,0.996,0.06341,13.82311123,0.2348
6.7578E+18,17.7865,18.0629,0.999,0.05728,13.99648495,0.2764
4.31982E+18,20.5571,20.8486,0.949,0.11268,15.29786581,0.2915
2.14337E+18,20.4031,20.9644,0.935,0.07178,16.12308273,0.5613
2.26518E+18,20.5741,21.1696,0.931,0.10489,15.47042957,0.5955
4.29387E+18,15.5857,15.8926,0.832,0.01815,14.29131685,0.3069
4.32089E+18,19.9959,20.3544,0.983,0.08477,15.35468908,0.3585
4.30856E+18,19.2173,19.3204,0.968,0.07459,14.85389696,0.1031
4.30856E+18,19.1799,19.2884,0.991,0.07942,14.68025059,0.1085
2.26179E+18,18.7569,18.9226,0.999,0.08918,14.00556266,0.1657
6.76916E+18,19.0055,19.3003,0.999,0.09299,14.16331876,0.2948
4.0835E+18,18.1141,18.3712,1,0.05371,14.46382424,0.2571
4.26361E+18,15.4894,15.4366,0.993,0.07273,11.18083206,-0.0528
4.31991E+18,13.0189,12.9804,0.701,0.01988,11.5268181,-0.0385
6.71349E+18,16.2731,16.349,0.933,0.07956,11.76962613,0.0759
4.26293E+18,17.9235,18.0856,1,0.10088,12.90447463,0.1621
2.01883E+18,20.7737,21.0767,0.571,0.11307,15.50696304,0.303
6.6644E+18,17.4369,17.555,1,0.10131,12.40863842,0.1181
4.28894E+18,19.1195,19.4071,0.998,0.03949,16.13706433,0.2876
4.21195E+18,19.6722,20.0517,0.984,0.07743,15.2276537,0.3795
4.2956E+18,18.944,19.1692,0.999,0.08721,14.24116857,0.2252
4.29284E+18,17.4983,17.8227,1,0.04655,14.15870157,0.3244
2.10113E+18,19.7693,20.4425,0.999,0.08359,15.15852837,0.6732
6.36443E+18,18.8035,18.4822,0.902,0.10787,13.63899661,-0.3213
4.28887E+18,20.292,20.7716,0.997,0.11492,14.99002191,0.4796
6.74536E+18,20.2856,20.7173,0.992,0.11383,15.00431632,0.4317
6.77086E+18,19.441,19.6779,0.998,0.10016,14.43752842,0.2369
6.73903E+18,17.1998,17.3414,1,0.07072,12.95208874,0.1416
4.3079E+18,18.6252,18.8341,0.999,0.093,13.78278526,0.2089
2.26444E+18,17.9689,18.1549,1,0.09323,13.12112158,0.186
2.26423E+18,17.2235,17.3543,1,0.07189,12.94015758,0.1308
6.64506E+18,18.3116,18.7905,1,0.05131,14.76058993,0.4789
6.7456E+18,19.2929,19.6128,0.997,0.10417,14.20418668,0.3199
2.12606E+18,20.3981,20.733,0.96,0.10871,15.21675252,0.3349
2.04983E+18,18.7595,18.9947,0.999,0.09907,13.77978919,0.2352
6.77003E+18,16.4037,16.2542,0.972,0.06935,12.19846767,-0.1495
2.01886E+18,14.6649,14.7164,0.742,0.03547,11.91559406,0.0515
6.64468E+18,19.371,19.7745,0.992,0.10264,14.31441678,0.4035
2.05015E+18,20.2493,20.7939,1,0.09748,15.3047224,0.5446
4.08353E+18,19.0107,19.2784,0.999,0.09888,14.03515771,0.2677
6.77274E+18,20.121,21.0587,0.914,0.08997,15.3505114,0.9377
6.76586E+18,17.0536,17.0206,1,0.07036,12.81697085,-0.033
2.14024E+18,17.1138,17.2053,1,0.09117,12.31454023,0.0915
2.12744E+18,19.3155,19.5157,0.988,0.08654,14.62941555,0.2002
2.02592E+18,18.9477,19.3435,0.999,0.09113,14.14939315,0.3958
2.01885E+18,18.701,19.191,0.905,0.05414,15.03340874,0.49
6.75874E+18,17.2136,17.2085,1,0.08618,12.53656755,-0.0051
2.2948E+18,16.6341,16.7029,1,0.07868,12.15477824,0.0688
2.14195E+18,19.5882,20.1542,0.999,0.06671,15.4672453,0.566
6.77285E+18,18.5431,18.7907,0.998,0.08478,13.90163294,0.2476
6.77285E+18,19.4348,20.1047,0.999,0.08606,14.76079329,0.6699
6.65993E+18,15.7646,15.7253,1,0.07116,11.5034203,-0.0393
6.4218E+18,19.3923,19.7884,0.999,0.09821,14.43152144,0.3961
4.21469E+18,19.7304,20.6054,0.892,0.0715,15.45886979,0.875
2.05257E+18,18.7424,19.0049,0.997,0.07957,14.23865321,0.2625
2.02291E+18,19.0499,19.4144,0.999,0.0814,14.49677798,0.3645
4.31606E+18,18.7413,18.9417,0.999,0.09356,13.88584893,0.2004
2.12759E+18,16.892,16.9292,0.992,0.09534,11.99562426,0.0372
6.76478E+18,16.6404,16.7383,0.976,0.08464,12.00252173,0.0979
2.02593E+18,19.0681,19.4836,0.999,0.08821,14.34051089,0.4155
4.20841E+18,19.751,20.455,0.985,0.06927,15.54827406,0.704
6.73875E+18,18.3311,18.6462,0.999,0.07168,14.05411002,0.3151
4.29532E+18,19.0801,19.3904,0.999,0.09747,14.13574517,0.3103
6.64354E+18,20.5954,21.0017,1,0.11585,15.27591981,0.4063
4.32237E+18,20.5789,21.0432,0.984,0.11566,15.26298406,0.4643
2.12997E+18,18.9751,19.2705,0.999,0.09925,13.99144742,0.2954
2.10172E+18,19.7153,20.2295,0.999,0.08591,15.0450814,0.5142
6.76597E+18,19.9791,20.2201,1,0.11306,14.71255509,0.241
2.02475E+18,18.6561,18.6061,0.875,0.08203,14.08623644,-0.05
4.31579E+18,20.3565,20.594,0.987,0.11676,15.02002957,0.2375
2.23946E+18,18.0059,18.185,1,0.09095,13.21188648,0.1791
4.08357E+18,17.5881,18.0318,0.967,0.05662,13.82325067,0.4437
4.30871E+18,18.7806,19.3759,0.98,0.07531,14.39633676,0.5953
4.29295E+18,19.2301,19.6083,0.998,0.09762,14.28240598,0.3782
4.28904E+18,18.7656,19.2564,0.972,0.05692,14.98927554,0.4908
4.3085E+18,18.9587,19.436,0.999,0.06838,14.78405452,0.4773
4.18769E+18,18.8191,19.0781,0.999,0.09966,13.82649559,0.259
6.76995E+18,19.9508,20.4932,0.9,0.11205,14.7037407,0.5424
4.21347E+18,16.568,16.4894,1,0.05658,12.80468528,-0.0786
4.32325E+18,19.3749,19.7716,0.994,0.08887,14.6311241,0.3967
6.74272E+18,16.2077,16.1994,1,0.06627,12.10111515,-0.0083
6.7134E+18,19.8786,20.1534,0.978,0.10707,14.73026099,0.2748
6.66327E+18,19.6838,20.527,0.972,0.08723,14.98047064,0.8432
4.31585E+18,18.4757,18.6082,0.999,0.10288,13.41404522,0.1325
6.66025E+18,18.3696,18.4935,0.999,0.08206,13.79894244,0.1239
4.18749E+18,19.0055,19.4576,0.999,0.06146,15.06253722,0.4521
6.76954E+18,19.7253,20.1656,0.596,0.08138,15.17271157,0.4403
2.13979E+18,19.88,20.643,0.999,0.08772,15.16450688,0.763
4.21511E+18,17.0368,17.0915,0.992,0.09631,12.11844309,0.0547
2.04662E+18,18.3581,18.8396,0.977,0.07381,14.01752397,0.4815
2.12757E+18,15.8311,15.9577,1,0.03366,13.19552944,0.1266
4.1814E+18,20.4746,20.7253,0.841,0.11456,15.17943498,0.2507
4.08324E+18,17.0636,17.073,0.996,0.09192,12.24654992,0.0094
6.4467E+18,19.709,20.3391,0.998,0.06978,15.49034517,0.6301
2.24022E+18,20.7185,21.1287,0.744,0.11317,15.44984342,0.4102
6.74532E+18,19.6963,20.3537,0.987,0.05972,15.815701,0.6574
6.42088E+18,18.826,19.0132,0.999,0.09764,13.87786115,0.1872
6.6649E+18,19.5554,20.0382,0.999,0.08882,14.81284616,0.4828
2.02285E+18,16.4703,16.5098,1,0.0576,12.66818758,0.0395
4.29536E+18,17.687,17.8207,1,0.0664,13.5761596,0.1337
4.21509E+18,18.0914,18.2804,0.988,0.06531,14.01650158,0.189
4.18142E+18,20.2598,20.9144,0.985,0.10948,15.06312606,0.6546
4.18769E+18,17.1508,17.2426,0.989,0.08432,12.52114701,0.0918
4.21519E+18,16.0189,15.932,1,0.07596,11.61597522,-0.0869
4.2117E+18,19.6234,20.0835,0.999,0.09842,14.6579832,0.4601
2.01972E+18,19.5758,19.6198,0.838,0.10373,14.49627811,0.044
6.41745E+18,15.7783,15.7324,1,0.08968,11.014822,-0.0459
2.0459E+18,19.3505,19.6864,0.988,0.10574,14.22930347,0.3359
2.01902E+18,20.4857,20.8919,0.909,0.11864,15.11454431,0.4062
2.14231E+18,16.711,16.9434,1,0.03179,14.19954736,0.2324
4.30854E+18,14.7059,14.5904,0.986,0.07922,10.21172581,-0.1155
6.64043E+18,19.2897,20.0027,0.512,0.07183,15.00817067,0.713
6.73937E+18,17.8983,18.2116,0.983,0.05836,14.06772358,0.3133
