source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,gcns_prob,dist_50
5962326759167701376,19.961596,22.142292,18.438353,1.0,0.061587196
5962514706953189120,15.265404,16.794916,14.039045,1.0,0.08490751
5962342869539897472,17.23666,19.175737,15.931544,1.0,0.09130777
5962552017272395904,15.154131,16.754307,13.929516,1.0,0.06942384
5962550166156116736,16.420948,16.949566,15.061764,0.538,0.09740101
5962604248412574464,17.068592,18.622149,15.616358,1.0,0.09231748
5962606584875466880,19.406368,19.738356,18.486504,1.0,0.09913441
5962648636857405824,12.304407,13.263286,11.336616,1.0,0.07473479
5962631392643839488,18.95794,21.222025,17.364223,0.998,0.09077996
5962361909209074560,11.1421795,12.0612755,10.197553,1.0,0.042010453
5962361909209074944,14.151861,15.582567,12.853023,1.0,0.042037115
5962356922678202624,9.451855,9.913979,8.659634,0.956,0.039532498
5962369949388619520,14.663367,16.435799,13.385336,1.0,0.086721
5961582149275018112,19.87402,20.977844,18.811813,0.432,0.10952628
5961608297086142336,14.505149,15.889796,13.344779,1.0,0.09990668
4040033464980465024,19.278208,20.076723,17.735626,0.408,0.09733141
4040085352359000448,15.5885515,17.491238,14.251734,1.0,0.07740643
5962389534443883392,17.670809,18.421223,15.923313,0.62,0.10905371
4040105555944694144,14.882964,16.491617,13.622842,1.0,0.05376876
4040097511390164224,17.439558,19.093748,16.031126,1.0,0.090918295
4040866280567777408,17.865538,19.011314,16.407713,0.72,0.09588405
5961262053920733312,18.302866,20.579031,16.879658,1.0,0.093252845
5961267856411444736,15.02026,16.25873,13.895829,1.0,0.096914865
4036727031568437888,17.109938,18.915459,15.704349,1.0,0.067665644
4036692667472635904,16.301622,18.130434,15.002778,1.0,0.074873954
4039743404269012864,11.940724,12.7957,10.660931,1.0,0.06471238
4039743404269012736,11.911786,12.54135,10.711599,1.0,0.06470767
4039743713457854720,19.628778,20.404148,19.32002,0.998,0.09913378
5961340497289990144,20.307562,,,0.534,0.06781172
4036761941040862592,17.40403,17.734196,16.08739,0.462,0.100996464
4036755343998809088,11.462509,11.980962,10.788893,1.0,0.1010499
4036773588951324800,13.236251,,,0.846,0.05534336
4036773589046451584,7.093058,7.30047,6.729464,1.0,0.05490559
4036599385185771904,16.702478,18.258814,15.222778,1.0,0.05248019
4036594501700162304,11.752538,12.39985,10.974614,1.0,0.08969218
4036594334262493824,15.133529,16.597141,13.778316,1.0,0.08013727
4036803550742318080,14.529784,15.924043,13.291554,1.0,0.08165961
4036827430690296704,17.047771,18.278088,15.59501,1.0,0.08996677
4036812312392305408,15.862979,17.479275,14.604236,1.0,0.084763
4040024363860990720,18.185955,20.217495,16.708164,1.0,0.09946944
4040021305844761984,9.888419,10.315129,9.297366,1.0,0.07943501
4039853595940503936,15.7888565,16.596848,14.406431,0.676,0.10782257
4039857955325030912,14.2253,15.447293,13.105745,1.0,0.07885304
4039858268902439936,17.0542,19.173794,15.72387,1.0,0.09046773
4039858917397856896,16.470972,17.65833,15.097575,1.0,0.10043817
4039796318224708864,15.703387,16.412373,13.9084215,0.984,0.10153913
4039776767583277952,10.923098,11.794916,10.007298,1.0,0.042606916
4039875792289178496,18.04135,20.369284,16.679256,1.0,0.07565653
4039878850307596416,18.969744,19.16592,18.232676,1.0,0.086374395
4039896064593096576,17.184065,18.900545,15.809231,1.0,0.1002626
4039897194109930752,10.148621,10.572954,9.56015,1.0,0.08881433
4040050679109301632,14.879644,16.150278,13.735972,1.0,0.090924546
4040059445163496064,9.589615,9.87736,9.108654,1.0,0.09849234
4040119609081725056,12.869414,14.162049,11.742683,1.0,0.048408333
4040156197862883072,17.481983,19.485699,16.044436,1.0,0.07027721
4040079167660282880,19.648874,20.018072,16.701235,0.544,0.082662635
4040158225092015744,16.824993,18.366302,15.468491,1.0,0.10075238
4039958290054176000,12.629034,13.810781,11.544922,1.0,0.031179275
4039922723395534336,10.778021,11.37053,10.050069,1.0,0.0692035
4039966738291287680,16.405544,18.162012,14.770293,0.984,0.057399616
4039970797062166400,2.860071,3.6930728,2.3466864,1.0,0.040418044
4036834611950767232,16.455914,18.354488,15.112038,1.0,0.059584685
4037218715072178560,14.6726,16.288687,13.4367,1.0,0.03987683
4037006926001804416,17.124926,19.020775,15.744522,1.0,0.07158472
4037271805222232576,18.909695,,,0.78,0.08053645
4037272320686606080,19.57852,19.390642,16.619535,0.646,0.114061624
4039920906689013888,15.186731,16.509031,14.058599,1.0,0.08827602
4040309858874150912,16.84403,,,0.982,0.10107342
4040298447135537664,13.021832,13.851,11.40917,1.0,0.0514857
4040298451432330880,13.446318,,,0.978,0.05175923
4037053071165961984,15.621815,16.220882,14.0962715,1.0,0.089382835
4037053071187909376,10.458055,10.922166,9.8333025,1.0,0.088142864
4037258263127970688,11.645168,12.323264,10.845578,1.0,0.08815052
4037259809316187648,9.280648,9.698821,8.690476,1.0,0.049179565
4037265135072991872,12.7327795,13.876334,11.659975,1.0,0.055589654
4044671479758701696,16.466389,18.155176,15.189436,1.0,0.0821019
4044502296749649152,17.223118,19.233809,15.916375,1.0,0.08968123
5978500433433116928,17.34667,18.996864,15.947661,1.0,0.082982324
6028147025557545472,15.255554,16.62123,14.109611,1.0,0.084993444
6028099471677667456,12.167684,12.98711,11.28007,1.0,0.08155325
6028102357897244032,13.983478,15.238792,12.873317,1.0,0.082058206
6028353909934178432,14.135153,15.571639,12.961159,1.0,0.03754704
6028153141588979840,9.791874,10.151615,9.271957,1.0,0.09342042
6028154486071183872,19.971064,20.398972,18.686947,0.516,0.10875167
6028167370954467840,10.634862,11.102862,10.005549,1.0,0.08668038
6028376101932066048,15.615641,17.310024,14.345402,1.0,0.05363881
6028193857878915840,11.828699,12.729257,10.889003,1.0,0.054019522
6028201318386852352,14.664484,16.248732,13.447915,1.0,0.06462364
6028205716387605760,20.286407,20.975605,19.8797,0.424,0.110182494
4045824734452069376,16.123104,17.561003,14.908218,1.0,0.0721986
6028466575497475200,18.011934,18.089903,16.755999,0.412,0.10434597
6028565909530546176,16.904785,18.342625,15.4738035,1.0,0.08057032
6029240489869509760,13.01903,14.009915,12.03103,1.0,0.09446145
6029340103133038720,8.642353,8.9431095,8.171111,1.0,0.073579706
6028600990834432640,16.122623,17.482527,14.821372,0.64,0.09371431
6029371610958095872,20.429794,,,0.62,0.10761873
6029417103325114240,13.522798,14.655327,12.463386,1.0,0.08987492
6029372985409460992,16.04521,17.638588,14.819359,1.0,0.08838629
6029377516511029120,18.047935,21.082888,16.550034,1.0,0.09804025
6028628238059966848,20.3513,20.85529,19.287975,0.406,0.088687964
6028628959673848960,20.299837,,,0.628,0.0939211
6029385973394295552,15.742735,15.901436,14.462521,0.542,0.09606838
6029445999869862912,13.967019,15.597444,12.73698,1.0,0.03560952
6029680092740490368,14.0037,15.175515,12.926584,1.0,0.097876295
6029680092740496000,15.494692,16.7634,14.328746,1.0,0.097827256
6029468917776428544,20.520401,,19.108479,0.994,0.110767856
6029663050306816256,15.106968,16.796265,13.836459,1.0,0.08850963
6030042828486992640,14.228723,15.318604,13.181736,1.0,0.08395285
6029781591338955392,15.6404,16.90293,13.827317,1.0,0.08440087
6029781591426918272,15.812881,16.911016,13.949253,0.846,0.09269774
6030059596042951552,15.005612,16.457455,13.7964,1.0,0.07126315
6030040388873769856,16.832058,18.479729,15.474615,1.0,0.07464003
6030041007420558592,18.707909,18.232777,16.0894,0.54,0.10724298
6030052792747274752,20.325089,20.539244,19.36751,0.518,0.10531882
6029860275246566784,14.077215,15.417924,12.937051,1.0,0.08900268
6029880199479053312,15.829291,17.476555,14.581998,1.0,0.07760651
6030078661326073600,9.744767,10.104128,9.18744,1.0,0.08919083
4052438189655681920,18.944721,19.206337,18.286154,0.568,0.10311799
6030151057300173568,8.609212,8.864742,8.161348,1.0,0.08607339
6030151061649040000,9.049681,9.375003,8.499226,1.0,0.086835116
6030105569383661056,14.160975,15.518681,12.947047,1.0,0.05695838
6030105565001199872,12.452053,13.512416,11.418378,1.0,0.056924593
6030089798202883456,20.142202,20.3318,19.067287,0.45,0.11661901
6030211156789141248,20.505402,22.171827,19.25368,0.96,0.104105756
6033280615331865600,8.049398,8.327929,7.5991335,1.0,0.04975916
6030284102539737728,12.92344,14.619091,11.666945,1.0,0.023873793
6033311882700920960,8.963313,9.268494,8.486504,1.0,0.07190568
6033330917998615680,11.158437,12.054679,10.225633,1.0,0.045495078
6033311882700920192,11.972549,12.781015,11.086347,1.0,0.07192337
4111872947611458176,16.080502,17.644623,14.875501,1.0,0.068743795
